4800	1.9000000079927303e-07	2.1000000103299498e-07	2.399999992519497e-07	2.1999999972877048e-07
4900	2.0000000020559127e-07	2.600000001962144e-07	2.0999999961190952e-07	2.300000005561742e-07
5000	1.9000000079927303e-07	2.1999999901822776e-07	2.2000000043931323e-07	2.0000000091613402e-07
5100	2.0000000020559127e-07	2.2999999984563147e-07	1.7999999997186932e-07	2.0000000020559127e-07
5200	1.9000000079927303e-07	1.9999999949504855e-07	2.600000001962144e-07	2.4000000067303515e-07
5300	1.6999999985500835e-07	2.4999999865826793e-07	1.999999987845058e-07	2.300000005561742e-07
5400	1.8000000068241206e-07	2.5999999948567164e-07	2.500000000793534e-07	2.3999999996249246e-07
5500	1.900000000887303e-07	2.0999999961190952e-07	2.5000000078989617e-07	2.5000000078989617e-07
5600	1.8999999937818756e-07	1.9000000079927303e-07	2.29999998424546e-07	2.1999999972877048e-07
5700	1.3999999950442544e-07	2.5000000078989617e-07	2.699999996025326e-07	2.2999999913508872e-07
5800	2.1000000032245226e-07	2.600000001962144e-07	2.1999999972877048e-07	2.3999999854140697e-07
5900	1.900000000887303e-07	2.700000010236181e-07	2.3999999996249246e-07	2.400000028046634e-07
6000	2.1999999972877048e-07	2.2999999913508872e-07	2.400000013835779e-07	2.499999993688107e-07
6100	1.900000000887303e-07	3.100000000699765e-07	2.2999999913508872e-07	2.1999999972877048e-07
6200	1.799999992613266e-07	1.9999999949504855e-07	2.599999987751289e-07	2.1999999972877048e-07
6300	1.9999999949504855e-07	2.800000004299363e-07	2.1000000032245226e-07	2.3999999996249246e-07
6400	1.9999999949504855e-07	1.9999999807396306e-07	2.499999993688107e-07	2.1999999972877048e-07
6500	2.1000000174353773e-07	2.300000005561742e-07	2.300000005561742e-07	2.299999962929178e-07
6600	1.9999999949504855e-07	3.0999999864889107e-07	2.2999999913508872e-07	2.700000010236181e-07
6700	2.400000028046634e-07	3.10000001491062e-07	2.3999999854140697e-07	2.600000001962144e-07
6800	2.700000010236181e-07	2.6999999818144716e-07	2.499999993688107e-07	2.800000018510218e-07
6900	2.19999998307685e-07	2.5000000078989617e-07	2.2000000114985597e-07	2.5000000078989617e-07
7000	1.9999999949504855e-07	2.1000000032245226e-07	2.799999975877654e-07	2.400000028046634e-07
7100	1.9999999807396306e-07	2.600000001962144e-07	2.1999999688659955e-07	2.1000000032245226e-07
7200	1.799999992613266e-07	2.0000000091613402e-07	2.3000000197725968e-07	2.1999999972877048e-07
7300	2.0000000091613402e-07	2.3999999996249246e-07	2.9999999640040187e-07	3.8000000301963155e-07
7400	3.799999944931187e-07	2.500000022109816e-07	2.5999999593295796e-07	2.499999993688107e-07
7500	1.5999999902760464e-07	2.5000000505315254e-07	2.7000000386578903e-07	2.5999999593295796e-07
7600	1.6000000471194654e-07	2.600000044594708e-07	2.19999998307685e-07	2.5000000505315254e-07
7700	2.1000000174353773e-07	2.500000022109816e-07	2.0999999890136677e-07	2.2999999771400326e-07
7800	2.600000016172999e-07	2.3000000339834515e-07	2.499999993688107e-07	2.2999999487183232e-07
7900	1.8999999724655935e-07	2.3999999996249246e-07	2.800000004299363e-07	2.4999999652663974e-07
8000	2.0000000233721948e-07	2.4999999652663974e-07	2.399999971203215e-07	2.5000000505315254e-07
8100	2.5000000789532353e-07	2.499999993688107e-07	2.200000039920269e-07	2.399999971203215e-07
8200	1.699999984339229e-07	2.600000016172999e-07	2.499999993688107e-07	2.400000028046634e-07
8300	2.0999999890136677e-07	2.400000028046634e-07	3.0999999864889107e-07	2.800000004299363e-07
8400	2.499999993688107e-07	2.2999999487183232e-07	2.3999999427815054e-07	1.9999999949504855e-07
8500	1.900000000887303e-07	2.2999999487183232e-07	2.799999975877654e-07	2.599999987751289e-07
8600	2.200000039920269e-07	2.1999999546551408e-07	2.1999999546551408e-07	2.200000039920269e-07
8700	2.2000000114985597e-07	2.399999971203215e-07	2.3000000624051608e-07	2.2999999487183232e-07
8800	2.0999999890136677e-07	2.7999999474559445e-07	2.400000056468343e-07	2.300000005561742e-07
8900	2.0000000233721948e-07	2.6999999818144716e-07	2.399999971203215e-07	2.700000010236181e-07
